Bioguide ID,Name,Chamber,Party,State,District,Term Start,Age,Birthdate,Education,Previous Professions,Total Receipts,Total Disbursements,Main Funding Sources,Policy Focus & Platforms,Projected/Historical Voting Alignment,Committee Assignments,Estimated Net Worth
J000311,Brian Jack,House,Republican,GA,District 3,2025-01-03,38,1988-02-17,Bachelor of Arts in Political Science from Auburn University,"Political Advisor, White House Political Director",Unknown,Unknown,Individual/PAC contributions,"Border Security, Economic Growth and Inflation Reduction, Protecting Constitutional Rights",Projected ~95%-99% Republican (High Cohesion),House Committee on Oversight and Government Reform; House Committee on Small Business; House Committee on Rules; House Committee on Small Business (Subcommittee); House Committee on Oversight and Accountability (Subcommittee); House Committee on Rules (Subcommittee),N/A (No net worth disclosure provided in sources)
S001229,Jefferson Shreve,House,Republican,IN,District 6,2025-01-03,60,1965-09-24,Master of Business Administration (MBA) from Northwestern University,"Founder and President of Storage Express, Real estate investor and businessman",Unknown,Unknown,Individual/PAC contributions,"Border security and immigration enforcement, Economic growth and combating inflation, Fiscal responsibility and reducing the national debt",Projected ~95%-99% Republican (High Cohesion),House Committee on Appropriations; House Committee on Appropriations (Subcommittee),N/A (No net worth disclosure provided in sources)
M001233,Mark Messmer,House,Republican,IN,District 8,2025-01-03,58,1967-12-16,"Bachelor of Science in Mechanical Engineering, Purdue University","Mechanical Engineer, Co-owner of Messmer Mechanical (HVAC and plumbing business)",Unknown,Unknown,Individual/PAC contributions,"Economic growth and small business support, Energy independence and infrastructure development, Border security and fiscal responsibility",Projected ~95%-99% Republican (High Cohesion),House Committee on Agriculture; House Committee on Armed Services; House Committee on Education and Workforce; House Committee on Agriculture (Subcommittee); House Committee on Armed Services (Subcommittee); House Committee on Education and the Workforce (Subcommittee),N/A (No net worth disclosure provided in sources)
S001228,Derek Schmidt,House,Republican,KS,District 2,2025-01-03,58,1968-01-23,"Ph.D. in Public Administration, University of Kansas","Attorney, Congressional and Gubernatorial Staffer",Unknown,Unknown,Individual/PAC contributions,"Agriculture and Rural Development, Fiscal Responsibility and Economic Growth, Border Security and Law Enforcement",Projected ~95%-99% Republican (High Cohesion),House Committee on the Judiciary; House Committee on Armed Services; House Committee on Small Business; House Committee on Small Business (Subcommittee); House Committee on the Judiciary (Subcommittee); House Committee on Armed Services (Subcommittee),N/A (No net worth disclosure provided in sources)
O000176,Johnny Olszewski,House,Democrat,MD,District 2,2025-01-03,43,1982-09-10,"Ph.D. in Public Policy, University of Maryland, Baltimore County (UMBC)","High school social studies teacher, Software account executive",1040389.5,592705.7,Individual/PAC contributions,"Public education funding and support, Economic development and middle-class job creation, Environmental protection and climate resilience",Projected ~95%-99% Democratic (High Cohesion),House Committee on Foreign Affairs; House Committee on Small Business; House Committee on Small Business (Subcommittee); House Committee on Foreign Affairs (Subcommittee),N/A (No net worth disclosure provided in sources)
E000301,Sarah Elfreth,House,Democrat,MD,District 3,2025-01-03,37,1988-09-09,"Master of Public Policy (MPP), Johns Hopkins University",Government affairs director for the National Aquarium and university administrator,Unknown,Unknown,Individual/PAC contributions,"Environmental protection and Chesapeake Bay restoration, Public education funding and resources, Healthcare access and reproductive rights",Projected ~95%-99% Democratic (High Cohesion),House Committee on Natural Resources; House Committee on Armed Services; House Committee on Natural Resources (Subcommittee); House Committee on Armed Services (Subcommittee),N/A (No net worth disclosure provided in sources)
M001232,April McClain Delaney,House,Democrat,MD,District 6,2025-01-03,62,1964-05-28,Juris Doctor (J.D.) from Georgetown University Law Center,"Communications attorney, Deputy Assistant Secretary at the National Telecommunications and Information Administration (NTIA), and Washington Director for Common Sense Media",Unknown,Unknown,Individual/PAC contributions,"Children's online safety and digital well-being, Broadband expansion and infrastructure, Reproductive freedom and healthcare access",Projected ~95%-99% Democratic (High Cohesion),"House Committee on Science, Space, and Technology; House Committee on Agriculture; House Committee on Agriculture (Subcommittee); House Committee on Science, Space, and Technology (Subcommittee)",N/A (No net worth disclosure provided in sources)
B001321,Tom Barrett,House,Republican,MI,District 7,2025-01-03,45,1981-04-30,"Bachelor of Arts in Political Science and Public Administration, Western Michigan University","U.S. Army Helicopter Pilot (Michigan Army National Guard), Financial Analyst for the Michigan Department of Treasury",Unknown,Unknown,Individual/PAC contributions,"Economic growth and combating inflation, National security and veterans' advocacy, Border security and immigration enforcement",Projected ~95%-99% Republican (High Cohesion),House Committee on Transportation and Infrastructure; House Committee on Veterans' Affairs; House Committee on Transportation and Infrastructure (Subcommittee); House Committee on Veterans' Affairs (Subcommittee),N/A (No net worth disclosure provided in sources)
M001237,Kristen McDonald Rivet,House,Democrat,MI,District 8,2025-01-03,56,1970-07-11,"Master of Public Administration (MPA), University of Michigan-Flint","Non-profit executive, Education policy administrator, Chief of Staff for the Michigan Department of Education",Unknown,Unknown,Individual/PAC contributions,"Lowering costs for working families, Early childhood education and childcare access, Economic development and job creation",Projected ~95%-99% Democratic (High Cohesion),House Committee on Transportation and Infrastructure; House Committee on Agriculture; House Committee on Agriculture (Subcommittee); House Committee on Transportation and Infrastructure (Subcommittee),N/A (No net worth disclosure provided in sources)
M001234,Kelly Morrison,House,Democrat,MN,District 3,2025-01-03,57,1969-02-02,Doctor of Medicine (M.D.) from Case Western Reserve University School of Medicine,Obstetrician-gynecologist (OB-GYN),Unknown,Unknown,Individual/PAC contributions,"Reproductive rights and healthcare access, Environmental protection and clean water, Gun violence prevention",Projected ~95%-99% Democratic (High Cohesion),House Committee on Veterans' Affairs; House Committee on Small Business; House Committee on Small Business (Subcommittee); House Committee on Veterans' Affairs (Subcommittee),N/A (No net worth disclosure provided in sources)
B001324,Wesley Bell,House,Democrat,MO,District 1,2025-01-03,51,1974-11-05,"Lindenwood University (BA), University of Missouri School of Law (JD)",Public service,Unknown,Unknown,Individual/PAC contributions,General legislative priorities,Projected ~95%-99% Democratic (High Cohesion),House Committee on Armed Services; House Committee on Oversight and Government Reform; House Committee on Foreign Affairs; House Committee on Oversight and Accountability (Subcommittee); House Committee on Armed Services (Subcommittee),N/A (No net worth disclosure provided in sources)
O000177,Robert Onder,House,Republican,MO,District 3,2025-01-03,64,1962-01-06,"Washington University in St. Louis (BA, MD, JD)",Public service,950349.83,636335.08,Individual/PAC contributions,General legislative priorities,Projected ~95%-99% Republican (High Cohesion),House Committee on Transportation and Infrastructure; House Committee on the Judiciary; House Committee on Education and Workforce; House Committee on Transportation and Infrastructure (Subcommittee); House Committee on the Judiciary (Subcommittee); House Committee on Education and the Workforce (Subcommittee),N/A (No net worth disclosure provided in sources)
K000404,Kimberlyn King-Hinds,House,Republican,MP,District 0,2025-01-03,51,1975-04-10,"Juris Doctor (J.D.), University of Hawaiʻi at Mānoa",Attorney and former Legal Counsel for the Commonwealth Ports Authority,64121.9,59438.34,Individual/PAC contributions,"Economic development and tourism revitalization, Infrastructure and port improvements, Healthcare access and federal funding parity for territories",Projected ~95%-99% Republican (High Cohesion),House Committee on Transportation and Infrastructure; House Committee on Veterans' Affairs; House Committee on Small Business; House Committee on Small Business (Subcommittee); House Committee on Transportation and Infrastructure (Subcommittee); House Committee on Veterans' Affairs (Subcommittee),N/A (No net worth disclosure provided in sources)
D000634,Troy Downing,House,Republican,MT,District 2,2025-01-03,59,1967-03-04,Attended New York University (Computer Science / Courant Institute of Mathematical Sciences),"Technology Entrepreneur (Founder of WebCal, acquired by Yahoo!), Commercial Real Estate Developer and Self-Storage Business Owner, U.S. Air Force / Air National Guard Search and Rescue Officer",2127926.95,1588993.08,Individual/PAC contributions,"Border Security and Immigration Enforcement, Fiscal Conservatism and National Debt Reduction, Protecting Second Amendment Rights and Supporting Veterans",Projected ~95%-99% Republican (High Cohesion),House Committee on Natural Resources; House Committee on Financial Services; House Committee on Natural Resources (Subcommittee); House Committee on Financial Services (Subcommittee),N/A (No net worth disclosure provided in sources)
M001240,Addison McDowell,House,Republican,NC,District 6,2025-01-03,32,1994-01-21,UNC Charlotte (BS in Business Administration),Public service,Unknown,Unknown,Individual/PAC contributions,General legislative priorities,Projected ~95%-99% Republican (High Cohesion),House Committee on Natural Resources; House Committee on Transportation and Infrastructure; House Committee on the Budget; House Committee on Natural Resources (Subcommittee); House Committee on Transportation and Infrastructure (Subcommittee),N/A (No net worth disclosure provided in sources)
